46770026185038,373,aeros
93469275021954,134,serai
96005404991782,0,soare
111023280951258,17,aesir
117861757508638,3952,arose
154974072657534,25,seral
185005326823252,1967,earls
217129384103684,0,earst
242790691955682,61,aeons
270459594520674,151,reals
272818297724518,61,aloes
275009137315302,15,resat
301271784455226,17,lears
317421807207258,3,reast
358305335653070,0,toeas
362056252521548,519,earns
378170848619590,12,stear
379858491440714,8,stoae
393978352426802,3268,arise
416560031094714,114,teras
425897325151194,3651,tears
434518387057898,9146,raise
452991907014374,6360,laser
453132358733470,0,laers
504369360920932,0,eorls
508940501101214,729,arles
518206484443102,1803,aster
526875625703830,0,arets
529290636826926,9,reans
531941534531212,0,estro
561310042251686,28,rales
591617753762126,296,lares
598490250215754,104,nears
612908090896972,0,eards
629539008139938,14,setal
640378726011206,85,taser
656990592348818,27,saner
665076793717882,57,osier
711896875855022,0,strae
724939593280292,0,escar
725437213017582,20,serac
727854216866062,1549,stare
749413583515038,64,resto
769323213381138,34,seron
778011724343022,0,resay
794041270759282,9301,rates
836349209717294,12,tares
848268936334274,357,sorel
861669006325972,0,eyras
869120855085522,1076,tesla
871705166308626,125,senor
896011355936814,3265,reads
911510139479758,661,soler
959003387965766,753,aisle
960723649548858,55298,least
984618870848158,0,sared
994716698538134,564,snare
1010609655193970,1719,steal
1014058150306266,71,dears
1030484294893430,502,stela
1101621107761252,4,elans
1147591630875326,3,arsed
1147697944551470,10,ureas
1157205707387106,39,teals
1169335168324986,11,leats
1175275866345854,253,nares
1199366611797692,55,eosin
1233461211190754,6,salet
1234965730805534,1628,loser
1265677825640774,5,rased
1290414569265458,0,aures
1292000003656986,374514,years
1362349378760708,1736,euros
1369612755227626,417,sayer
1416316766529938,0,arsey
1469151987273334,3,solei
1487631495934766,2,orles
1499826938036882,534,paseo
1505295075442522,25,roset
1530267220680926,52091,roles
1592165814044234,23,saine
1601975733042126,240,leans
1612893387980966,89,lores
1626157978614546,43,neals
1629275357284172,0,etnas
1654268071801774,0,ursae
1673781272750990,1828,spear
1679320697042118,0,resod
1685282101494342,23,reaps
1728438740828358,110,segar
1737538920920478,475,sepia
1740512649322070,20,taels
1851418318747426,32233,store
1877022775629066,660,pears
1883270531686570,24,stean
1897679432328628,4,eskar
1909393869900946,0,urase
1951783582146710,16,acers
1977652838284838,174,stale
1982546448387362,3715,slate
1991340829189166,226,dares
2017285693703202,84,reams
2021531916016990,319,smear
2105568297220102,0,psoae
2164748956987162,63,rotes
2174211329915534,1026,ayres
2213369974037794,255,anise
2229141114028790,0,oners
2234303373393182,0,spaer
2249196787330766,305,asper
2260342493760494,2,isnae
2271249506904846,22,resit
2280090652821254,8,tores
2322938069830794,13,neats
2376620416893190,1801,shear
2385096946244142,98,serin
2401657022589734,11745,tales
2403598679423994,3,redos
2453316199438286,9,noser
2469817483615430,8,apers
2489972457460774,0,scrae
2524638588055090,145,presa
2530227447973082,20,snore
2545785793576454,839,scare
2548283733094918,32972,acres
2561639791194042,0,leirs
2642141468844462,9,deros
2676457337473218,2233,sedan
2684309685389878,2,sored
2698959457504986,37,reist
2699574149022006,0,realo
2711909769169614,11811,leads
2716065834652742,190,slane
2732418750277554,98,sepal
2739987400951866,623,hears
2755297603102434,8579,deals
2787617215720636,0,eusol
2788413477620108,16,enols
2802872451340234,24999,races
2841689335782154,26,torse
2854749918040670,14698,ideas
2937694480814366,708,cares
2947531261949742,0,sewar
2953065882680342,6224,aside
2962950087674122,389,aides
3006972010337386,2,rones
3012239524681114,13,slier
3032440032301862,175,siler
3050750622608754,83,kesar
3065921653791126,1449,resin
3125161289148366,1579,seton
3128121231256372,293,eidos
3186555269852838,131,telos
3198029739611590,670,stead
3221477176070582,2682,spare
3224638107821494,39,apres
3279284255114634,1076,gears
3288118857774738,5,resaw
3338309850366946,3892,lanes
3351784012032742,0,salue
3446415914920706,335,rapes
3450544516807934,4,rosed
3470276231585618,298,sager
3499712848977254,118,maser
3513033118722426,3,reaks
3568320396518410,0,skear
3661264549980466,179,carse
3665713089934506,16189,bears
3683956339466286,180,selah
3685974112331966,175,pares
3689471756882470,5,riels
3830759551465574,4,lased
3833731455566766,0,teads
3870275454836362,153,stane
3890385867138862,762,saber
3897777967880862,10,ceros
3903021349052098,0,roues
3979972655904414,1478,septa
3989932928281430,24,rheas
3999739935333506,11,sated
4044724364244746,219,antes
4056250609068086,5,saice
4109795926682030,22,liers
4120050475270938,2025,yeast
4152156587839910,21,agers
4156801696304894,0,doser
4158090527154070,39,doers
4321705343636382,1087,aegis
4360879083348762,0,cesta
4370373904685698,105,saker
4370564201867630,344,snead
4429320567437922,17,lenos
4472950575380170,0,speal
4500427940352942,536,reins
4570704735479246,1000,mares
4572757347322242,88,repos
4574210832590542,23135,share
4593849509458066,220,parse
4597900778880838,1788,slade
4658195947235142,7,mesal
4687871246293378,126,sarge
4725926772473946,1823,fears
4772260709501714,11,saute
4774230879414178,8,nates
4788330660643166,537,asker
4845157460480194,6,prase
4860198084387230,606,swear
4864356656700398,1050,rouse
4867589937781870,0,oyers
4879709410962490,11,sceat
4938737585085122,94,rodes
5030489084323274,1275,stole
5035915809257606,1289,safer
5068515704208242,7,toise
5090940165252214,43,riles
5100058959239634,23,peals
5100753427472742,265,leaps
5107230427808938,64,soave
5206319784211962,0,resid
5208442363403630,154,steno
5223807149931734,7,salep
5258883480862466,920,siren
5271880563060306,0,pelas
5305014545894570,2,alecs
5380607395474766,300,hares
5392129739669166,716,deans
5482936413105242,19,lades
5511761966623094,33,baser
5555889515667218,0,saned
5576905151842804,0,ergos
5588891397796746,1889,wears
5609260329792262,2754,sabre
5623657089453910,0,sieur
5696494079193346,15,marse
5718326305836326,824,dales
5760995196986562,199,leash
5789975992984430,0,zoeas
5809873949053070,1019,tiers
5818553735992634,0,oaves
5825991104097346,61,rages
5917911603449482,18,sawer
5991251521463286,11,seric
6103408134631262,57,usnea
6105610987753602,0,leams
6150063065300882,0,losen
6174860639468170,0,speat
6188765162605454,0,stire
6324207095820354,1939,meals
6351191660622770,0,sheal
6381152005269652,0,elsin
6475629795934442,36399,score
6537270398574786,292,melas
6547499136563294,50,toles
6551808244571018,5285,stade
6551930179629562,7,lotes
6575113576549882,197,saver
6652868161394546,0,samel
6667972723744670,6,noels
6760029089857498,1733,risen
6766039750461706,0,dorse
6814170788016462,76,serow
6843815012226868,0,estoc
6870051427787886,0,yeans
6916871644445126,0,yores
6917155089118846,19671,scale
6946516617720862,0,amies
7053597149054690,66,scena
7122508296940322,8797,noise
7124441073215492,0,escot
7139072186323662,254,heros
7145084497142930,16120,steam
7198486735573406,77,bares
7201753565570018,2064,rites
7281396882095518,0,aunes
7285344517937226,54,peats
7285654778102246,6,yales
7337098775749106,144,rakes
7344560416210134,0,tepas
7444820315376834,145,heals
7500295657017982,5294,tries
7585475875055806,1346,tires
7587162801852582,393,delos
7592282167542254,120,braes
7694244610510094,85,poser
7708252882670158,6,soled
7717955127107134,9,ousel
7730014102870722,5,regos
7861444248668066,3,oater
7972444765246910,57,avers
7990533219449274,258,servo
8008867167834806,1270,cores
8069811951194266,4,shoer
8074825559780590,37,sneap
8089267507646962,21877,dates
8193717057057818,50,paise
8194363265331386,635,spore
8221127514339194,2502,onset
8240319335528566,6,tsade
8271861781264276,11,erics
8335340915268770,95,spean
8346437879992810,35,steil
8401658804877130,1361,pleas
8483304516357034,151,laces
8547757213873436,4,estop
8631287502744738,107103,teams
8646618780604038,0,sepad
8697781493489036,2,eyots
8719169294037670,26,omers
8737528143633978,4,heast
8753076279694318,0,spale
8759272366060086,0,resow
8884324861070646,605,selva
8910143905731666,0,geals
8922176284049132,0,elops
8930244213978542,864,sired
8936277061646662,32,satem
8938462533598234,522,claes
9034018599405306,771,meats
9179001233584130,4337,stern
9200842938231854,32,noles
9280464769148846,846,fares
9294597563385836,0,ecads
9354279113364614,0,sware
9395765096736746,993,ropes
9460814103023738,4,soger
9540143122675594,496,lyase
9544023697215670,142,moers
9786804134366714,55,sider
9839435153212002,0,teils
9844689650264326,49677,stone
9896852797903786,2,smore
9977404715054166,19,senti
9980838206811966,0,peans
9981494549074906,415,corse
10003687183735154,29,rines
10048858804936406,681,pores
10127654004314262,11,besat
